eventDate,year,month,decimalLatitude,decimalLongitude,scientificName,individualCount,temperature,season,latitude_zone
2019-07-15,2019,7,62.78666977306188,-57.61112008949813,Oithona similis,0.0,7.12566584439183,Summer,Subpolar
1982-10-17,1982,10,67.53825928209694,15.864303247479327,Centropages typicus,-223.0,0.13232002951964605,Fall,Subpolar
2012-09-20,2012,9,60.24287143906844,-61.64028043258706,Oithona similis,0.0,3.3560979128393704,Summer,Subpolar
1988-03-31,1988,3,46.680284845128014,2.448554634119091,Centropages typicus,19.0,16.30870528403912,Winter,Temperate Low
1981-10-17,1981,10,32.65826422602669,-32.33276197587872,Pseudocalanus elongatus,-11.0,12.144132040424777,Fall,Subtropical
2009-09-13,2009,9,69.01791338266064,-17.209256339749608,Centropages typicus,-31.0,3.1889229357796673,Summer,Subpolar
2003-03-12,2003,3,38.264026525564155,15.23881795960122,Pseudocalanus elongatus,-19.0,19.674913795607285,Winter,Subtropical
2014-11-06,2014,11,40.68825725418243,-49.01625880220313,Candacia armata,3.0,11.000166350054519,Fall,Temperate Low
1968-12-17,1968,12,64.16723936345221,13.161183089983126,Oithona similis,1.0,4.202870946690947,Fall,Subpolar
1979-12-09,1979,12,46.447015433271325,-69.75650727245177,Pseudocalanus elongatus,57.0,9.67793070816492,Fall,Temperate Low
1966-05-28,1966,5,49.05986885511044,-58.04159195058574,Candacia armata,20.0,16.913168666431762,Spring,Temperate Low
1969-10-24,1969,10,41.767854627410365,-62.952460582227346,Pseudocalanus elongatus,8.0,10.064260639533748,Fall,Temperate Low
1999-11-13,1999,11,52.73884809501925,-45.230902116816644,Temora longicornis,24.0,6.04836855187451,Fall,Temperate High
1961-04-03,1961,4,31.7010982545861,-0.8832717249685089,Oithona similis,-29.0,22.604939461620095,Spring,Subtropical
1980-04-30,1980,4,30.79574400835352,-52.187348077374764,Oithona similis,-31.0,22.60166654537165,Spring,Subtropical
2002-01-04,2002,1,44.89086899748858,-0.7916912387672284,Centropages typicus,24.0,13.591165545796278,Winter,Temperate Low
2006-08-07,2006,8,69.4098139674286,4.189429819377821,Candacia armata,-81.0,2.751837862893627,Summer,Subpolar
1988-01-08,1988,1,32.784546484852875,-53.837114177706056,Pseudocalanus elongatus,-17.0,17.39670502890702,Winter,Subtropical
1979-10-17,1979,10,34.54774658141795,8.63875119644311,Candacia armata,-10.0,13.616025794976862,Fall,Subtropical
2017-10-13,2017,10,58.24883535945733,-42.387718987222286,Pseudocalanus elongatus,7.0,5.227431117939879,Fall,Temperate High
1962-02-22,1962,2,52.46924183503086,-4.612122690552553,Metridia lucens,10.0,13.800115099213903,Winter,Temperate High
1997-03-05,1997,3,55.57774213565261,-58.664931869028486,Centropages typicus,8.0,14.949602965140475,Winter,Temperate High
2016-03-19,2016,3,67.35261246646292,-3.413571327312283,Calanus finmarchicus,-25.0,11.730896249103665,Winter,Subpolar
1962-10-24,1962,10,42.82497203914502,-5.628608036329467,Candacia armata,5.0,8.5473542917331,Fall,Temperate Low
2016-06-09,2016,6,33.14321220049844,-35.343061320554575,Candacia armata,-131.0,20.653194591689974,Spring,Subtropical
2003-12-16,2003,12,69.10160091854324,-56.82371865452787,Pseudocalanus elongatus,-110.0,3.9947505357495334,Fall,Subpolar
1987-10-10,1987,10,45.05301349518312,-4.619824261747411,Acartia clausi,,6.946605994824539,Fall,Temperate Low
1961-05-21,1961,5,57.657328077264566,17.269698735446028,Oithona similis,4.0,13.569264000952288,Spring,Temperate High
2006-10-30,2006,10,60.33402316908048,-53.125309667836945,Oithona similis,0.0,3.313515280745965,Fall,Subpolar
1973-09-11,1973,9,69.31841344403234,-39.249135244208794,Paracalanus parvus,,1.4577956751898447,Summer,Subpolar
2004-05-22,2004,5,53.767754746941094,-12.548830662891021,Pseudocalanus elongatus,45.0,16.24160612530711,Spring,Temperate High
2012-05-15,2012,5,41.26690393586295,-30.532111457419568,Oithona similis,3.0,18.540696037907907,Spring,Temperate Low
2001-08-18,2001,8,57.97893160213182,-70.71488662202512,Pseudocalanus elongatus,,8.641034746705511,Summer,Temperate High
2010-10-20,2010,10,45.01797423498381,-34.88132951328302,Pseudocalanus elongatus,30.0,9.149498607982498,Fall,Temperate Low
1986-05-17,1986,5,61.777937115292985,0.3202056896520844,Pseudocalanus elongatus,-40.0,13.168819418045345,Spring,Subpolar
1985-08-26,1985,8,64.46814709272434,8.196327155307273,Calanus finmarchicus,-31.0,7.609670688326807,Summer,Subpolar
2014-04-29,2014,4,52.23816931440316,-49.39582546181361,Candacia armata,19.0,16.12721747951343,Spring,Temperate High
1963-06-05,1963,6,68.53187215599917,7.072561475660194,Centropages typicus,-174.0,8.155448690918094,Spring,Subpolar
2019-07-08,2019,7,51.42083258683726,-5.440926732163803,Candacia armata,784.0,10.982750524820638,Summer,Temperate High
1968-07-05,1968,7,50.373986060029246,-11.28842362258547,Centropages typicus,48.0,12.799959105751576,Summer,Temperate High
1972-09-12,1972,9,57.60653231871544,-62.50473468856816,Pseudocalanus elongatus,39.0,5.83065759120124,Summer,Temperate High
2018-08-14,2018,8,43.33577099774727,-74.5692634344353,Pseudocalanus elongatus,40.0,13.359817096095993,Summer,Temperate Low
1984-01-28,1984,1,51.35491436815434,-37.37731602729534,Centropages typicus,14.0,12.203771760555131,Winter,Temperate High
2000-11-19,2000,11,33.288335760946005,19.970302540621518,Oithona similis,-62.0,13.02655589826466,Fall,Subtropical
1986-03-12,1986,3,59.75931105190679,-37.679539350482955,Pseudocalanus elongatus,1.0,12.604689861005937,Winter,Temperate High
1971-07-09,1971,7,55.24076379376061,-73.43709181853403,Oithona similis,8.0,13.51458571009726,Summer,Temperate High
1972-06-09,1972,6,33.222855327011885,-73.64633374236942,Centropages typicus,-57.0,20.10538137551178,Spring,Subtropical
1972-03-17,1972,3,57.85084464133797,-33.962518229948486,Oithona similis,8.0,14.378169607904237,Winter,Temperate High
1995-09-07,1995,9,37.74965530367533,2.432956261146529,Oithona similis,-1.0,13.388313832643917,Summer,Subtropical
2006-12-27,2006,12,38.47512730370745,-62.45245930681456,Pseudocalanus elongatus,-3.0,15.763105441129934,Fall,Subtropical
1961-09-18,1961,9,34.65701233483137,-54.79317052948373,Pseudocalanus elongatus,-212.0,10.392892933444331,Summer,Subtropical
1975-10-13,1975,10,44.14165444473845,-28.065641685033377,Centropages typicus,35.0,8.653565707150706,Fall,Temperate Low
1969-05-23,1969,5,51.37679660267009,-38.9232791574954,Pseudocalanus elongatus,74.0,15.04972358810127,Spring,Temperate High
2010-04-14,2010,4,66.26196379306778,-65.70180386841417,Oithona similis,-80.0,12.550275301940536,Spring,Subpolar
1960-07-21,1960,7,64.8702199308565,-17.473568734940713,Centropages typicus,-60.0,9.074517182333404,Summer,Subpolar
2003-10-31,2003,10,59.915336777126456,-26.387109487754906,Oithona similis,0.0,5.464687114611977,Fall,Temperate High
2019-01-28,2019,1,57.8518089022521,-78.920159269015,Centropages typicus,11.0,9.24721189449481,Winter,Temperate High
1965-02-19,1965,2,43.388166355445655,-70.77674630047638,Pseudocalanus elongatus,5.0,20.877316865723245,Winter,Temperate Low
2013-11-25,2013,11,45.10394577166818,-22.201015150711044,Pseudocalanus elongatus,2.0,9.148338308655388,Fall,Temperate Low
2019-11-19,2019,11,42.859526129068044,-1.1544775964003122,Centropages typicus,110.0,9.606133738629197,Fall,Temperate Low
1980-01-27,1980,1,36.59301736870839,-25.53265519017642,Centropages typicus,-7.0,16.049868073731556,Winter,Subtropical
1971-07-20,1971,7,67.13450229224817,-15.29205086627745,Pseudocalanus elongatus,-111.0,4.840672920339841,Summer,Subpolar
2018-10-21,2018,10,53.343928056758116,-37.382058248892086,Pseudocalanus elongatus,35.0,6.260368042686989,Fall,Temperate High
1961-07-27,1961,7,52.28087149697533,-21.148904543333266,Candacia armata,34.0,10.311488461075104,Summer,Temperate High
2008-11-22,2008,11,36.63265140639992,-34.87278689337622,Pseudocalanus elongatus,-8.0,12.698322499847215,Fall,Subtropical
1997-01-14,1997,1,50.9858532616909,-28.087326000799557,Paracalanus parvus,47.0,11.140144684271705,Winter,Temperate High
2007-10-08,2007,10,67.92632372826728,-33.59404380920256,Candacia armata,-79.0,1.6712622347367962,Fall,Subpolar
1965-07-08,1965,7,60.084090056976585,-14.633036507517758,Centropages typicus,-1.0,9.98713644510491,Summer,Subpolar
1998-11-24,1998,11,35.65273141148216,-37.58377559238046,Oithona similis,-29.0,11.891475305299037,Fall,Subtropical
1971-07-17,1971,7,69.2032952817928,-30.17386899744448,Candacia armata,-38.0,6.6919064229207965,Summer,Subpolar
2003-06-16,2003,6,41.24507960880048,-72.75428131504405,Candacia armata,11.0,18.07624626148641,Spring,Temperate Low
2009-11-30,2009,11,58.03167261283254,-63.497239164912045,Temora longicornis,,4.59845911543728,Fall,Temperate High
1997-04-10,1997,4,34.4035246128505,-21.545426100128545,Centropages typicus,-10.0,22.64349710764495,Spring,Subtropical
1981-11-28,1981,11,55.03013736823877,-68.42711804677269,Candacia armata,20.0,5.806084749808287,Fall,Temperate High
1969-01-11,1969,1,64.16872711315,-32.96054478415301,Acartia clausi,-7.0,7.305296753240225,Winter,Subpolar
2001-07-11,2001,7,35.4828392355811,-5.816180125532611,Candacia armata,-97.0,15.864407902507894,Summer,Subtropical
1978-11-01,1978,11,33.981811479878814,-77.96291638694213,Pseudocalanus elongatus,-41.0,10.937559903237089,Fall,Subtropical
2018-12-29,2018,12,33.42986755415598,-59.94245378182583,Candacia armata,-37.0,16.256004984430056,Fall,Subtropical
1961-11-03,1961,11,48.24752082366473,-19.351496337383693,Pseudocalanus elongatus,30.0,8.616750547845621,Fall,Temperate Low
1968-07-25,1968,7,54.149772052780065,-50.56383901214387,Centropages typicus,64.0,12.031895432318757,Summer,Temperate High
2008-06-07,2008,6,53.426793290080944,-75.2837751533418,Pseudocalanus elongatus,64.0,14.077171951392277,Spring,Temperate High
2012-11-02,2012,11,39.349299065423224,-52.659063524055746,Pseudocalanus elongatus,-4.0,10.83155403092153,Fall,Subtropical
1983-12-21,1983,12,51.35880844949738,-77.70901560686863,Centropages typicus,10.0,9.087748363749549,Fall,Temperate High
1988-05-01,1988,5,48.687478576811834,-8.643306760496955,Pseudocalanus elongatus,8.0,17.940239465985155,Spring,Temperate Low
1993-10-22,1993,10,40.4819491534669,-43.99647718502488,Temora longicornis,3.0,8.367891793564537,Fall,Temperate Low
2004-05-08,2004,5,32.65333659688532,-46.88830095215377,Pseudocalanus elongatus,-40.0,23.21693848633102,Spring,Subtropical
1966-03-08,1966,3,62.30733292276453,-30.42613033519516,Candacia armata,-106.0,11.389895336635616,Winter,Subpolar
1968-12-25,1968,12,57.93856825591463,9.844123961459289,Centropages typicus,4.0,8.312918869408138,Fall,Temperate High
1964-10-03,1964,10,64.52090089926325,10.310660137727027,Candacia armata,-8.0,1.956905334631092,Fall,Subpolar
2005-12-10,2005,12,66.4175216474643,-60.408303233607796,Pseudocalanus elongatus,-34.0,2.978889410068309,Fall,Subpolar
1984-01-28,1984,1,38.11893471122393,7.2328655376153534,Centropages typicus,-18.0,15.673177480605657,Winter,Subtropical
1967-04-23,1967,4,32.45309006659663,-66.1679840993502,Paracalanus parvus,-152.0,19.310050597036476,Spring,Subtropical
1979-05-31,1979,5,56.49076208388446,-40.957747533167584,Pseudocalanus elongatus,3.0,13.7769600473285,Spring,Temperate High
2002-10-17,2002,10,54.620940593738965,-51.45227832705141,Candacia armata,3.0,5.281163769535274,Fall,Temperate High
2020-06-29,2020,6,45.66681603452909,-12.202889255948193,Centropages typicus,135.0,16.36431173404669,Spring,Temperate Low
1990-11-08,1990,11,39.76327480309331,-37.800779618875,Temora longicornis,0.0,12.762074720320726,Fall,Subtropical
1968-08-13,1968,8,68.65506768931456,-55.793019490433934,Centropages typicus,-72.0,4.257812782948993,Summer,Subpolar
2000-11-16,2000,11,44.33874122082017,-55.72571596947566,Candacia armata,129.0,6.642747625167627,Fall,Temperate Low
1967-09-06,1967,9,61.1904909265498,-33.2705659556944,Pseudocalanus elongatus,-21.0,3.640558927848948,Summer,Subpolar
1968-12-13,1968,12,45.519577351533854,-73.06184336731131,Pseudocalanus elongatus,18.0,10.51024415069649,Fall,Temperate Low
1988-12-02,1988,12,59.51981238004124,8.11662505636491,Pseudocalanus elongatus,1.0,6.665142392913683,Fall,Temperate High
1995-02-01,1995,2,34.979114286540664,-25.74543134495518,Oithona similis,-21.0,20.609505685433263,Winter,Subtropical
1987-08-23,1987,8,32.49515856425586,-66.15478019977022,Candacia armata,-41.0,14.846344950500379,Summer,Subtropical
1988-07-15,1988,7,64.9337348165644,-70.84037566147325,Centropages typicus,-178.0,7.926210249689616,Summer,Subpolar
2013-07-10,2013,7,66.30188101267623,-68.80008185105446,Oithona similis,7.0,5.430102793771761,Summer,Subpolar
2001-08-23,2001,8,61.119504733888405,-8.164977056024384,Oithona similis,,6.8068604158506805,Summer,Subpolar
1974-05-24,1974,5,50.097729670937866,-28.39491808759412,Centropages typicus,28.0,17.166729166264066,Spring,Temperate High
1998-03-01,1998,3,36.546673256343055,-45.16179096865976,Pseudocalanus elongatus,-16.0,20.6531993313131,Winter,Subtropical
2003-03-20,2003,3,31.65796365637203,10.317654282441751,Centropages typicus,-26.0,22.797394454865206,Winter,Subtropical
1965-06-24,1965,6,40.76551473446346,-0.5876981872116573,Candacia armata,7.0,16.148968540197444,Spring,Temperate Low
1985-10-20,1985,10,51.03596621530072,-14.683240408183522,Centropages typicus,57.0,4.086856603943035,Fall,Temperate High
1975-02-01,1975,2,38.8255407190302,0.9125310375222,Calanus finmarchicus,-6.0,16.807164252241343,Winter,Subtropical
2013-03-19,2013,3,34.76237970657579,-17.673642809014616,Pseudocalanus elongatus,-43.0,19.26840011907042,Winter,Subtropical
2017-06-18,2017,6,31.894646687272058,-41.09172426345315,Centropages typicus,-19.0,19.41938891970766,Spring,Subtropical
1979-03-06,1979,3,57.23077160513701,-68.00938946344006,Pseudocalanus elongatus,2.0,13.785130630164323,Winter,Temperate High
1996-05-11,1996,5,38.332329780469,-33.66957493837708,Pseudocalanus elongatus,-13.0,20.333830308522664,Spring,Subtropical
1963-11-24,1963,11,68.72551428565004,1.5660475736110158,Oithona similis,6.0,2.140748987548593,Fall,Subpolar
1997-07-26,1997,7,57.8428308040807,-25.871662976012864,Centropages typicus,14.0,8.34957785670557,Summer,Temperate High
1998-08-19,1998,8,63.590134945905746,-26.515963198541208,Pseudocalanus elongatus,-12.0,4.111533387055712,Summer,Subpolar
2012-12-28,2012,12,65.11722308148636,-15.466200338339064,Oithona similis,2.0,5.850180484926983,Fall,Subpolar
2007-01-07,2007,1,35.81172774377781,1.6187968949854366,Pseudocalanus elongatus,-12.0,15.498456769503482,Winter,Subtropical
1980-02-10,1980,2,42.92069266510474,-42.01423748404569,Pseudocalanus elongatus,7.0,14.974424168161686,Winter,Temperate Low
1991-08-10,1991,8,32.92465927609547,-12.97459409348589,Candacia armata,-37.0,12.511797360669792,Summer,Subtropical
2015-10-19,2015,10,34.15658637378001,-28.121414893964364,Pseudocalanus elongatus,-11.0,11.391535770780896,Fall,Subtropical
1983-08-04,1983,8,58.236075204955114,-54.71079241221737,Centropages typicus,369.0,6.678142164723705,Summer,Temperate High
1989-07-24,1989,7,56.17372513221155,-59.82731837333226,Calanus finmarchicus,32.0,10.436008299473471,Summer,Temperate High
1991-10-08,1991,10,33.70242479061585,-57.808467468216826,Oithona similis,-21.0,12.19120736124718,Fall,Subtropical
1993-08-23,1993,8,64.62910913716865,5.873165761891883,Pseudocalanus elongatus,-28.0,7.169526044913146,Summer,Subpolar
1961-04-01,1961,4,40.35034474728275,-75.6392229160544,Oithona similis,1.0,20.204287910411118,Spring,Temperate Low
1980-01-06,1980,1,65.74445184356472,-48.52145100228575,Oithona similis,0.0,7.164453849894382,Winter,Subpolar
2004-08-04,2004,8,48.00795713532133,8.294175770002,Centropages typicus,17.0,9.947274293848972,Summer,Temperate Low
1988-07-23,1988,7,40.154797359347775,-57.90953770212058,Centropages typicus,0.0,15.374040711799447,Summer,Temperate Low
1962-04-30,1962,4,67.04831323831355,-50.175798294883684,Centropages typicus,-74.0,11.448827120205799,Spring,Subpolar
1966-01-30,1966,1,31.223985555608817,19.472174802179637,Paracalanus parvus,-2.0,17.973423906037436,Winter,Subtropical
1975-04-23,1975,4,66.61042520493697,-52.94994485002205,Oithona similis,-44.0,13.558426501440778,Spring,Subpolar
2005-03-29,2005,3,67.89590703671293,-0.8293334998625852,Centropages typicus,-135.0,8.943144041522999,Winter,Subpolar
2020-02-14,2020,2,33.09490840145643,1.1293671752661822,Candacia armata,-7.0,20.534716331066093,Winter,Subtropical
1960-02-18,1960,2,38.578125365002705,-52.23837452201186,Centropages typicus,-11.0,16.766239799195542,Winter,Subtropical
2009-11-08,2009,11,64.50021696015996,-20.604339386910723,Pseudocalanus elongatus,-27.0,4.903713167650891,Fall,Subpolar
1991-10-22,1991,10,61.218172051360355,-67.38550037096445,Centropages typicus,-7.0,2.6316820640820695,Fall,Subpolar
1966-08-26,1966,8,61.683249697360566,-46.70415780740839,Centropages typicus,-10.0,5.418944355519289,Summer,Subpolar
2015-12-22,2015,12,45.189459269752604,-62.87970686593579,Candacia armata,15.0,11.974594952686623,Fall,Temperate Low
2002-01-24,2002,1,56.902724451781495,-53.775267233358676,Centropages typicus,6.0,9.535635636095195,Winter,Temperate High
1979-12-27,1979,12,30.243757196459036,-6.2520021992240515,Centropages typicus,-19.0,14.403794092959654,Fall,Subtropical
1964-02-24,1964,2,64.76607419299286,6.057222274695235,Centropages typicus,-12.0,10.661890577944217,Winter,Subpolar
1985-01-07,1985,1,65.61155090202374,-49.38991112250842,Oithona similis,0.0,6.364604971719917,Winter,Subpolar
1969-04-06,1969,4,67.44403213830726,-11.037600451266528,Centropages typicus,-13.0,11.150175491575101,Spring,Subpolar
1971-04-24,1971,4,41.78270595090609,-30.71716260506124,Oithona similis,13.0,19.018130552367897,Spring,Temperate Low
2014-12-12,2014,12,44.790020585020095,3.098336119109277,Centropages typicus,6.0,11.58802679356364,Fall,Temperate Low
2013-05-25,2013,5,68.12116122587287,-6.25568206916968,Oithona similis,-14.0,11.04516210879457,Spring,Subpolar
2018-02-23,2018,2,69.4519562286865,-20.475456724540038,Centropages typicus,-13.0,8.316678317540148,Winter,Subpolar
1967-11-05,1967,11,32.046143038137544,-2.5925292811490976,Pseudocalanus elongatus,-14.0,15.501529436444457,Fall,Subtropical
2003-03-18,2003,3,55.93760579337943,-21.119073218216244,Centropages typicus,15.0,14.425721265399481,Winter,Temperate High
1961-05-16,1961,5,50.5364770591418,-32.47237528083768,Pseudocalanus elongatus,61.0,15.141237081245055,Spring,Temperate High
1984-12-09,1984,12,53.72333030618232,-38.143744098324376,Candacia armata,14.0,7.9465034593521775,Fall,Temperate High
1992-12-17,1992,12,33.38178050301444,-59.5507802283896,Pseudocalanus elongatus,-32.0,15.54616208022998,Fall,Subtropical
1976-05-30,1976,5,66.61491167345952,2.757171107510459,Oithona similis,-33.0,11.376091611240298,Spring,Subpolar
1970-01-27,1970,1,31.146375020941875,-33.19146673189532,Oithona similis,-15.0,14.458420163935795,Winter,Subtropical
1978-10-03,1978,10,32.518989906174816,-24.904010695106834,Pseudocalanus elongatus,-28.0,13.046909012191579,Fall,Subtropical
1986-06-02,1986,6,36.10035465437015,17.21328601987186,Pseudocalanus elongatus,-103.0,19.928207884441342,Spring,Subtropical
1966-05-19,1966,5,65.62080177236793,13.06393483325617,Acartia clausi,-3.0,12.418740979952787,Spring,Subpolar
2004-06-27,2004,6,65.16646084964665,-32.73977447951245,Pseudocalanus elongatus,-284.0,8.225852322134312,Spring,Subpolar
1962-12-25,1962,12,35.20505006066938,-75.6134959226508,Centropages typicus,,14.63787086454363,Fall,Subtropical
2019-04-29,2019,4,33.50219841544053,-15.61807264425154,Centropages typicus,-11.0,22.16591423361355,Spring,Subtropical
2011-12-17,2011,12,36.056309965745356,2.1892609360562716,Oithona similis,-2.0,12.732522293998976,Fall,Subtropical
1986-11-24,1986,11,58.072756649056856,-66.76879953276276,Pseudocalanus elongatus,14.0,3.4119669607477126,Fall,Temperate High
2005-07-07,2005,7,32.04006524417515,-3.6993283714265317,Pseudocalanus elongatus,-13.0,17.99964621404348,Summer,Subtropical
2006-03-19,2006,3,41.007354180701206,-48.41480165390392,Centropages typicus,2.0,20.5214779351192,Winter,Temperate Low
1975-11-05,1975,11,35.76898146710209,-36.524065867253896,Centropages typicus,-33.0,11.049632490755592,Fall,Subtropical
1967-08-22,1967,8,34.07229402855121,-56.04652823947238,Centropages typicus,-60.0,15.04686197880048,Summer,Subtropical
1972-12-08,1972,12,69.16500017576467,-62.80656531179733,Pseudocalanus elongatus,-27.0,4.89772351302811,Fall,Subpolar
2018-09-12,2018,9,59.82337078306067,-28.61451750272309,Pseudocalanus elongatus,2.0,4.558102787189186,Summer,Temperate High
1988-09-29,1988,9,41.30984259755826,-34.383750883524996,Oithona similis,6.0,10.344150208892609,Summer,Temperate Low
1964-11-06,1964,11,32.84680970538191,-18.60155012055837,Candacia armata,-7.0,11.836931178072915,Fall,Subtropical
2010-11-28,2010,11,32.095863488312624,-23.380877339250375,Pseudocalanus elongatus,-27.0,12.037588605313957,Fall,Subtropical
2010-10-22,2010,10,69.05214206436912,-45.02713802105077,Oithona similis,34.0,1.083805767951898,Fall,Subpolar
1968-02-15,1968,2,31.881621994383845,-30.93327136908423,Temora longicornis,-53.0,20.223241721151567,Winter,Subtropical
1969-12-18,1969,12,31.255252442047208,-10.590296629584046,Pseudocalanus elongatus,-32.0,14.543335430219479,Fall,Subtropical
1985-06-25,1985,6,58.522199559949435,-26.106326499067876,Oithona similis,3.0,11.328797129419575,Spring,Temperate High
1965-06-28,1965,6,55.03553884872599,-79.36889196366515,Pseudocalanus elongatus,145.0,13.87502612059758,Spring,Temperate High
2017-02-09,2017,2,46.94158464928931,-33.88518841192054,Paracalanus parvus,4.0,15.55789393167722,Winter,Temperate Low
1966-12-15,1966,12,64.17146140960634,-31.988233055809985,Pseudocalanus elongatus,-37.0,5.534808461912683,Fall,Subpolar
2006-03-13,2006,3,44.41817239477274,-31.388380714436657,Oithona similis,14.0,16.47369968834271,Winter,Temperate Low
1993-12-06,1993,12,65.4373868845646,5.431024525543592,Pseudocalanus elongatus,-54.0,4.674639011490616,Fall,Subpolar
2005-12-15,2005,12,62.32281829844807,6.858902939226823,Pseudocalanus elongatus,-15.0,5.980584064229047,Fall,Subpolar
1969-08-10,1969,8,41.147969254903025,17.686565965111072,Oithona similis,1.0,11.736576905568828,Summer,Temperate Low
2002-10-09,2002,10,55.35888271162646,-3.7533821883572926,Centropages typicus,182.0,5.009616120954673,Fall,Temperate High
1995-09-15,1995,9,51.734859332299905,-63.331119077232245,Centropages typicus,32.0,6.611225134017699,Summer,Temperate High
2014-01-17,2014,1,52.15290682862011,2.651474215502546,Candacia armata,27.0,10.620051344256343,Winter,Temperate High
1974-09-16,1974,9,65.4134972403933,2.826918240309382,Centropages typicus,-67.0,3.5843241540161834,Summer,Subpolar
2019-08-10,2019,8,31.358498310778764,-16.930625433139816,Candacia armata,-24.0,16.704768500245137,Summer,Subtropical
1970-12-31,1970,12,35.034359141584495,-7.120990531890882,Pseudocalanus elongatus,-18.0,13.724707869287752,Fall,Subtropical
1991-06-14,1991,6,65.06709746136835,7.1229474708580796,Oithona similis,-28.0,10.735333866880984,Spring,Subpolar
1986-11-30,1986,11,37.46279178622365,-77.28271737568839,Pseudocalanus elongatus,-1.0,12.893955385659918,Fall,Subtropical
1996-02-04,1996,2,41.004359182380746,-5.238077586811826,Centropages typicus,0.0,17.706521094108805,Winter,Temperate Low
2009-01-29,2009,1,48.40912083997214,-7.381441493211966,Centropages typicus,18.0,12.209235082855797,Winter,Temperate Low
1987-11-05,1987,11,36.166635509606365,-20.690457967944923,Candacia armata,-24.0,10.700224759573405,Fall,Subtropical
1984-07-28,1984,7,36.29939364051896,-34.83854073361844,Pseudocalanus elongatus,-35.0,17.051575524684385,Summer,Subtropical
1960-10-30,1960,10,59.005494213884944,-42.663967307641734,Oithona similis,-1.0,2.485172244618389,Fall,Temperate High
1974-05-14,1974,5,40.99584940865576,18.07918668093194,Pseudocalanus elongatus,1.0,21.315907330192086,Spring,Temperate Low
1981-08-19,1981,8,53.86275247350041,-63.33233164402076,Centropages typicus,409.0,8.646643853870449,Summer,Temperate High
2006-07-16,2006,7,47.73462075915884,-28.355107096492503,Centropages typicus,93.0,11.698953872457615,Summer,Temperate Low
1993-11-14,1993,11,49.91344160904289,-10.84530417958456,Pseudocalanus elongatus,89.0,8.709670463883278,Fall,Temperate Low
1968-08-07,1968,8,55.78152389426143,8.173325200396363,Candacia armata,,7.051914486272285,Summer,Temperate High
1992-12-01,1992,12,53.343685275456124,12.096946688107835,Metridia lucens,2.0,9.036671994707996,Fall,Temperate High
2006-04-10,2006,4,42.24138253253216,-75.27779396443896,Centropages typicus,1.0,18.617492762605355,Spring,Temperate Low
1985-01-16,1985,1,60.10148847959704,-51.55362118787528,Pseudocalanus elongatus,0.0,10.5960743013615,Winter,Subpolar
2017-01-15,2017,1,69.46309249642118,-71.2276782399544,Centropages typicus,-42.0,5.7823511415741695,Winter,Subpolar
2001-01-25,2001,1,58.368861224277936,-8.86234655144979,Pseudocalanus elongatus,,8.388860767108415,Winter,Temperate High
1969-09-10,1969,9,54.29245133425354,-67.07884907346653,Centropages typicus,66.0,5.241560499808148,Summer,Temperate High
1984-07-24,1984,7,40.7127541980991,-65.14060994532025,Centropages typicus,11.0,13.580958905535523,Summer,Temperate Low
1992-01-08,1992,1,40.71201619536234,-34.40564302216657,Oithona similis,22.0,15.1543532324592,Winter,Temperate Low
1989-11-08,1989,11,60.95495941679519,-78.02919946849596,Pseudocalanus elongatus,-1.0,3.7070152751492373,Fall,Subpolar
1982-05-11,1982,5,60.77007071254286,-66.50430520887258,Pseudocalanus elongatus,-2.0,11.756214784330686,Spring,Subpolar
1965-02-04,1965,2,57.09461373795954,-26.245411161705405,Pseudocalanus elongatus,2.0,9.975307240114601,Winter,Temperate High
2004-10-10,2004,10,48.195345582718915,-40.12957699046939,Pseudocalanus elongatus,119.0,7.3080491311576905,Fall,Temperate Low
2016-02-12,2016,2,59.082006301102226,-60.91941291431183,Oithona similis,1.0,12.134329559022946,Winter,Temperate High
1979-08-18,1979,8,41.7353685105568,-27.319953379576475,Paracalanus parvus,6.0,13.323384705397876,Summer,Temperate Low
2017-06-07,2017,6,35.66090210386356,-57.203069820621735,Oithona similis,-36.0,19.757919134033255,Spring,Subtropical
1972-10-06,1972,10,41.57933333093889,-45.068713809290244,Oithona similis,3.0,10.580536357356175,Fall,Temperate Low
2014-05-27,2014,5,34.66266161434489,-67.84589193773262,Centropages typicus,,19.697756206086808,Spring,Subtropical
2001-05-08,2001,5,62.73768501244026,-37.61407462013229,Pseudocalanus elongatus,,12.740644958984433,Spring,Subpolar
1995-02-04,1995,2,66.28972829688377,-51.67045581281545,Centropages typicus,-37.0,10.213598659430051,Winter,Subpolar
1999-06-03,1999,6,60.24612500324281,-21.637268746932698,Pseudocalanus elongatus,-4.0,12.252398324479806,Spring,Subpolar
1972-09-12,1972,9,60.2503621659536,-14.787222023628658,Candacia armata,-1.0,3.456027992729445,Summer,Subpolar
2013-05-24,2013,5,68.77049247896849,-22.4691007115947,Oithona similis,-7.0,10.579321121357632,Spring,Subpolar
1967-06-14,1967,6,60.02577030528474,-49.20563163302541,Centropages typicus,-1.0,9.920437696944223,Spring,Subpolar
2015-11-29,2015,11,62.879770210051674,-10.174195385903317,Centropages typicus,,2.68990964458464,Fall,Subpolar
2009-04-17,2009,4,64.46951543839401,-63.99411845156474,Candacia armata,-33.0,11.10731177355689,Spring,Subpolar
